Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age,Predicted Claim,Claim Probability
Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,23.4,5.85,F,38.0,1,0.32207733
Airlines,Online,Basic Plan,No,52.0,CHINA,26.0,9.1,M,50.0,0,0.00125932
Airlines,Online,Value Plan,No,66.0,HONG KONG,45.0,15.75,M,34.0,0,1.0504763e-06
Airlines,Online,Basic Plan,No,34.0,VIET NAM,18.0,6.3,M,48.0,0,0.0018034497
Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,M,47.0,0,6.4889224e-05
Airlines,Online,Basic Plan,No,5.0,MYANMAR,18.0,6.3,M,62.0,0,0.00016331358
Airlines,Online,Silver Plan,No,47.0,SINGAPORE,70.85,17.71,F,39.0,1,0.43111286
Travel Agency,Offline,Comprehensive Plan,No,51.0,THAILAND,29.0,9.57,M,118.0,0,0.00040927983
Airlines,Online,Basic Plan,No,19.0,NETHERLANDS,31.0,10.85,M,45.0,0,0.00013622885
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,187.85,46.96,F,38.0,1,0.8781097
Airlines,Online,Basic Plan,No,73.0,MALAYSIA,33.0,11.55,M,51.0,0,2.191126e-05
Airlines,Online,Value Plan,No,233.0,AUSTRALIA,58.0,20.3,M,30.0,0,1.5774698e-06
Airlines,Online,Value Plan,No,62.0,BRUNEI DARUSSALAM,15.0,6.0,F,25.0,0,4.1105338e-08
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,187.85,46.96,M,37.0,1,0.7100776
Airlines,Online,Basic Plan,No,5.0,MALAYSIA,18.0,6.3,M,42.0,0,4.147063e-05
Airlines,Online,Gold Plan,No,9.0,SINGAPORE,73.5,18.38,M,49.0,0,0.0006038872
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,20.25,5.06,F,40.0,1,0.10605213
Airlines,Online,Basic Plan,No,37.0,VIET NAM,22.0,7.7,M,42.0,0,7.722729e-05
Airlines,Online,Basic Plan,No,181.0,INDONESIA,30.0,10.5,F,48.0,0,0.00010163865
Airlines,Online,Basic Plan,No,7.0,"KOREA, REPUBLIC OF",26.0,9.1,F,58.0,0,0.00061671407
Airlines,Online,Basic Plan,No,99.0,"KOREA, REPUBLIC OF",44.0,15.4,F,46.0,0,3.2624994e-06
Airlines,Online,Bronze Plan,No,81.0,SINGAPORE,89.0,22.25,M,41.0,0,0.012813751
Airlines,Online,Basic Plan,No,46.0,CHINA,35.0,12.25,M,57.0,0,0.00030468445
Airlines,Online,Basic Plan,No,4.0,MALAYSIA,18.0,6.3,M,45.0,0,7.139532e-05
Airlines,Online,Silver Plan,No,41.0,SINGAPORE,83.0,20.75,F,43.0,1,0.6380624
Airlines,Online,Basic Plan,No,10.0,MYANMAR,22.0,7.7,M,36.0,0,0.00022618193
Airlines,Online,Basic Plan,No,80.0,MALAYSIA,30.0,10.5,F,56.0,0,0.0002087666
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,28.0,0,0.0018401956
Airlines,Online,Basic Plan,No,70.0,THAILAND,30.0,10.5,M,39.0,0,0.0011521962
Airlines,Online,Basic Plan,No,5.0,MACAO,22.0,7.7,M,34.0,0,4.9178783e-05
Travel Agency,Offline,Comprehensive Plan,No,3.0,MALAYSIA,29.0,9.57,F,118.0,0,0.00011731961
Airlines,Online,Basic Plan,No,5.0,THAILAND,22.0,7.7,F,54.0,0,0.0003774686
Airlines,Online,Basic Plan,No,51.0,AUSTRALIA,40.0,14.0,F,27.0,0,0.00039716993
Airlines,Online,Basic Plan,No,25.0,THAILAND,22.0,7.7,M,34.0,0,1.2256223e-05
Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,35.25,8.81,F,27.0,1,0.28250766
Airlines,Online,Basic Plan,No,6.0,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,F,40.0,0,0.00035626552
Airlines,Online,Silver Plan,No,18.0,SINGAPORE,63.5,15.88,M,33.0,1,0.045947935
Airlines,Online,Silver Plan,No,20.0,SINGAPORE,24.05,6.01,F,49.0,1,0.14743754
Airlines,Online,Basic Plan,No,29.0,MYANMAR,18.0,6.3,F,33.0,0,9.597915e-05
Travel Agency,Offline,Comprehensive Plan,No,7.0,THAILAND,29.0,9.57,F,118.0,0,0.00024833804
Airlines,Online,Basic Plan,No,104.0,PHILIPPINES,37.0,12.95,F,39.0,0,7.766374e-06
Airlines,Online,Basic Plan,No,89.0,INDONESIA,37.0,12.95,F,40.0,0,8.600579e-06
Airlines,Online,24 Protect,No,3.0,SINGAPORE,13.0,4.55,M,48.0,0,0.00028045874
Airlines,Online,Silver Plan,Yes,104.0,SINGAPORE,172.25,43.06,M,27.0,1,0.9863473
Airlines,Online,Basic Plan,No,36.0,PHILIPPINES,18.0,6.3,M,37.0,0,0.0006884578
Airlines,Online,Basic Plan,No,34.0,CHINA,22.0,7.7,M,30.0,0,1.6843127e-06
Airlines,Online,Basic Plan,No,20.0,MYANMAR,18.0,6.3,F,32.0,0,2.5349324e-05
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,34.5,8.63,F,19.0,1,0.9957585
Airlines,Online,Value Plan,No,19.0,INDIA,50.0,20.0,F,118.0,0,0.0012724658
Airlines,Online,Annual Silver Plan,No,374.0,SINGAPORE,252.85,63.21,M,46.0,1,0.9234017
Travel Agency,Offline,Comprehensive Plan,No,225.0,THAILAND,29.0,9.57,F,77.0,0,1.8588158e-05
Airlines,Online,Basic Plan,No,78.0,INDONESIA,30.0,10.5,F,37.0,0,0.00019688312
Airlines,Online,Silver Plan,No,124.0,SINGAPORE,43.55,10.89,F,38.0,0,0.000773598
Airlines,Online,Silver Plan,No,5.0,SINGAPORE,25.9,6.47,M,42.0,1,0.019153818
Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,M,66.0,0,0.00039309546
Airlines,Online,Basic Plan,No,14.0,CHINA,40.0,14.0,F,29.0,0,2.8794278e-05
Airlines,Online,Basic Plan,No,87.0,THAILAND,22.0,7.7,M,56.0,0,0.0007789162
Airlines,Online,24 Protect,No,14.0,SINGAPORE,169.0,59.15,F,48.0,0,0.008120521
Airlines,Online,Basic Plan,No,32.0,PHILIPPINES,37.0,12.95,F,31.0,0,6.450919e-06
Airlines,Online,Bronze Plan,No,22.0,SINGAPORE,52.65,13.16,F,63.0,1,0.47854823
Airlines,Online,Basic Plan,No,35.0,HONG KONG,22.0,7.7,F,47.0,0,5.425045e-05
Airlines,Online,Basic Plan,No,38.0,CHINA,22.0,7.7,F,65.0,0,1.33470585e-05
Airlines,Online,Basic Plan,No,14.0,CHINA,26.0,9.1,M,45.0,0,0.00084662216
Airlines,Online,Basic Plan,No,41.0,CHINA,22.0,7.7,M,52.0,0,9.42158e-06
Airlines,Online,Basic Plan,No,69.0,JAPAN,26.0,9.1,M,48.0,0,3.860054e-05
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,20.25,5.06,F,35.0,1,0.12950173
Airlines,Online,Basic Plan,No,75.0,INDONESIA,18.0,6.3,M,47.0,0,4.1769968e-06
Airlines,Online,Basic Plan,No,40.0,AUSTRALIA,26.0,9.1,M,34.0,0,0.00035111944
Airlines,Online,Basic Plan,No,17.0,HONG KONG,26.0,9.1,M,43.0,0,0.0012195924
Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,25.5,6.38,F,33.0,0,0.005297986
Airlines,Online,Basic Plan,No,29.0,THAILAND,18.0,6.3,M,38.0,0,0.00078231486
Airlines,Online,Value Plan,No,12.0,"KOREA, REPUBLIC OF",45.0,15.75,M,54.0,0,6.447954e-06
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,34.0,1,0.99257636
Airlines,Online,Silver Plan,No,20.0,SINGAPORE,50.0,12.5,F,48.0,1,0.7709422
Airlines,Online,Bronze Plan,No,2.0,SINGAPORE,17.25,4.31,M,37.0,0,8.235732e-05
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,23.4,5.85,M,28.0,0,0.00033208687
Airlines,Online,Basic Plan,No,6.0,THAILAND,22.0,7.7,M,47.0,0,4.3062028e-05
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,25.9,6.47,M,63.0,0,0.00053945876
Airlines,Online,Basic Plan,No,15.0,THAILAND,22.0,7.7,M,49.0,0,0.00022578395
Airlines,Online,Basic Plan,No,28.0,MALAYSIA,18.0,6.3,M,35.0,0,9.9054254e-05
Travel Agency,Online,Value Plan,No,59.0,UNITED KINGDOM,109.0,41.42,F,48.0,0,0.00031306053
Airlines,Online,Bronze Plan,No,34.0,SINGAPORE,53.5,13.38,M,32.0,1,0.33380702
Airlines,Online,Basic Plan,No,46.0,INDONESIA,18.0,6.3,F,40.0,0,0.00071439386
Airlines,Online,Value Plan,No,77.0,GERMANY,67.0,23.45,M,38.0,0,7.3709685e-05
Airlines,Online,Gold Plan,No,22.0,SINGAPORE,37.8,9.45,F,13.0,1,0.96294504
Travel Agency,Offline,Comprehensive Plan,No,192.0,THAILAND,29.0,9.57,F,76.0,0,1.8588158e-05
Airlines,Online,24 Protect,No,4.0,MACAO,30.47,10.66,M,48.0,0,0.00018892442
Airlines,Online,Basic Plan,No,55.0,INDONESIA,37.0,12.95,F,34.0,0,6.319393e-05
Airlines,Online,Value Plan,No,9.0,BRUNEI DARUSSALAM,15.0,6.0,F,65.0,0,9.33776e-05
Airlines,Online,Basic Plan,No,13.0,HONG KONG,22.0,7.7,M,34.0,0,0.0014368923
Airlines,Online,Value Plan,No,20.0,INDIA,39.0,15.6,M,118.0,0,6.127198e-05
Airlines,Online,Bronze Plan,No,30.0,SINGAPORE,17.55,4.39,F,36.0,1,0.07338242
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,202.3,50.58,F,52.0,1,0.6185561
Airlines,Online,Basic Plan,No,40.0,PHILIPPINES,42.0,14.7,M,44.0,0,0.0006739348
Airlines,Online,Basic Plan,No,3.0,PHILIPPINES,18.0,6.3,F,32.0,0,1.0136678e-05
Airlines,Online,Value Plan,No,36.0,INDIA,31.0,12.4,F,118.0,0,0.00052632
Airlines,Online,Silver Plan,No,10.0,SINGAPORE,24.05,6.01,F,27.0,0,0.015144271
Airlines,Online,Value Plan,No,105.0,INDIA,78.0,31.2,F,118.0,0,0.013620053
Travel Agency,Online,Value Plan,No,9.0,NETHERLANDS,75.0,28.5,M,48.0,0,0.00010703188
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,F,40.0,1,0.9180837
Travel Agency,Offline,Comprehensive Plan,No,4.0,THAILAND,29.0,9.57,F,118.0,0,0.00015746643
Airlines,Online,Basic Plan,No,187.0,PHILIPPINES,37.0,12.95,F,60.0,0,5.0250474e-05
Airlines,Online,Basic Plan,No,5.0,HONG KONG,22.0,7.7,M,67.0,0,0.012641401
Airlines,Online,Basic Plan,No,83.0,PHILIPPINES,47.0,16.45,F,38.0,0,5.7788816e-06
Airlines,Online,Value Plan,No,44.0,CHINA,125.0,43.75,F,56.0,1,0.086792365
Airlines,Online,Bronze Plan,No,32.0,SINGAPORE,32.9,8.22,F,51.0,1,0.58751523
Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,23.5,5.88,F,28.0,1,0.04994574
Airlines,Online,Annual Silver Plan,No,431.0,SINGAPORE,252.85,63.21,M,30.0,0,0.00058652856
Airlines,Online,Value Plan,No,8.0,INDIA,50.0,20.0,F,118.0,0,2.611156e-05
Airlines,Online,Gold Plan,No,13.0,SINGAPORE,99.45,24.86,M,30.0,0,0.00033833066
Airlines,Online,Value Plan,No,15.0,HONG KONG,69.0,24.15,M,44.0,0,0.0017303802
Airlines,Online,Value Plan,No,65.0,CHINA,69.0,24.15,M,51.0,0,2.0282e-05
Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,17.55,4.39,F,55.0,0,0.0010290036
Airlines,Online,Annual Silver Plan,No,373.0,SINGAPORE,301.0,75.25,M,47.0,1,0.2915733
Airlines,Online,Annual Silver Plan,No,385.0,SINGAPORE,187.85,46.96,F,50.0,1,0.98138386
Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,M,42.0,0,1.7131148e-05
Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,17.55,4.39,M,30.0,0,0.002438886
Travel Agency,Online,Value Plan,No,38.0,NETHERLANDS,158.0,60.04,M,48.0,0,0.0026514754
Travel Agency,Online,Value Plan,No,37.0,GERMANY,109.0,41.42,F,48.0,0,0.0015677246
Travel Agency,Online,Value Plan,No,6.0,INDONESIA,28.0,10.64,F,48.0,0,0.015275905
Airlines,Online,Basic Plan,No,9.0,PHILIPPINES,22.0,7.7,F,25.0,0,0.00035100617
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,23.4,5.85,F,31.0,0,0.000320638
Airlines,Online,Basic Plan,No,9.0,CHINA,22.0,7.7,M,66.0,0,0.007743136
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,M,53.0,0,8.527793e-05
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,F,33.0,1,0.98669076
Airlines,Online,Basic Plan,No,22.0,HONG KONG,26.0,9.1,M,54.0,0,5.2377392e-05
Airlines,Online,Basic Plan,No,16.0,HONG KONG,40.0,14.0,M,68.0,0,0.004153446
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,51.75,12.94,F,47.0,1,0.2778231
Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,M,39.0,0,2.6005522e-05
Airlines,Online,Basic Plan,No,10.0,PHILIPPINES,18.0,6.3,F,34.0,0,3.495002e-05
Airlines,Online,Basic Plan,No,35.0,CHINA,26.0,9.1,F,45.0,0,0.0001322963
Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,F,45.0,0,0.00049841066
Airlines,Online,Basic Plan,No,6.0,CHINA,26.0,9.1,M,70.0,0,0.00080554344
Airlines,Online,Basic Plan,No,11.0,CHINA,35.0,12.25,F,37.0,0,0.0016838545
Airlines,Online,Silver Plan,No,13.0,SINGAPORE,18.5,4.63,F,23.0,1,0.01921665
Airlines,Online,Gold Plan,No,102.0,SINGAPORE,102.0,25.5,M,37.0,0,0.0047025285
Airlines,Online,Basic Plan,No,5.0,HONG KONG,26.0,9.1,F,40.0,0,0.015289948
Airlines,Online,Bronze Plan,No,66.0,SINGAPORE,22.1,5.53,M,33.0,0,0.0008415987
Airlines,Online,Basic Plan,No,4.0,HONG KONG,22.0,7.7,M,67.0,0,0.012641401
Airlines,Online,Annual Silver Plan,No,366.0,SINGAPORE,252.85,63.21,M,28.0,1,0.65621144
Airlines,Online,Silver Plan,No,15.0,SINGAPORE,65.4,16.35,F,56.0,1,0.5775566
Airlines,Online,Basic Plan,No,67.0,HONG KONG,26.0,9.1,F,60.0,0,3.3877986e-05
Airlines,Online,Basic Plan,No,9.0,"KOREA, REPUBLIC OF",26.0,9.1,M,37.0,0,0.00020039697
Airlines,Online,Basic Plan,No,83.0,"KOREA, REPUBLIC OF",35.0,12.25,F,22.0,0,0.00458515
Airlines,Online,Value Plan,No,12.0,UNITED ARAB EMIRATES,67.0,23.45,M,59.0,0,4.95901e-05
Airlines,Online,Basic Plan,Yes,44.0,THAILAND,18.0,6.3,M,67.0,1,0.9950346
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,216.75,54.19,M,30.0,1,0.19084482
Airlines,Online,Annual Silver Plan,No,432.0,SINGAPORE,187.85,46.96,M,62.0,0,0.00014879378
Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,75.0,0,0.00010930441
Airlines,Online,Value Plan,No,16.0,INDIA,31.0,12.4,M,118.0,0,0.00012383412
Airlines,Online,Basic Plan,No,7.0,HONG KONG,26.0,9.1,F,40.0,0,0.0144596705
Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,37.0,1,0.9963413
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,42.0,1,0.74142706
Airlines,Online,Annual Gold Plan,No,365.0,SINGAPORE,389.35,97.34,F,37.0,1,0.7967321
Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,38.35,9.59,M,37.0,0,0.00059163506
Airlines,Online,Bronze Plan,No,30.0,SINGAPORE,17.55,4.39,F,50.0,1,0.027566101
Airlines,Online,Basic Plan,No,2.0,VIET NAM,18.0,6.3,F,39.0,0,4.0966555e-05
Airlines,Online,Basic Plan,No,25.0,THAILAND,22.0,7.7,F,52.0,0,0.0019151188
Airlines,Online,Value Plan,No,6.0,BRUNEI DARUSSALAM,15.0,6.0,M,47.0,0,5.7885785e-07
Airlines,Online,Basic Plan,No,61.0,"KOREA, REPUBLIC OF",26.0,9.1,F,34.0,0,0.00035220367
Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,F,29.0,0,0.00051195035
Airlines,Online,Annual Silver Plan,No,373.0,SINGAPORE,291.75,72.94,F,32.0,1,0.5439187
Airlines,Online,24 Protect,No,5.0,MALAYSIA,16.33,5.72,M,48.0,0,3.487524e-05
Travel Agency,Offline,Comprehensive Plan,No,11.0,MALAYSIA,29.0,9.57,M,67.0,0,0.0011160732
Airlines,Online,24 Protect,No,1.0,PHILIPPINES,3.74,1.31,M,48.0,0,6.0031674e-05
Airlines,Online,Basic Plan,No,50.0,PHILIPPINES,47.0,16.45,F,31.0,0,3.4667595e-05
Airlines,Online,Basic Plan,No,80.0,MYANMAR,52.0,18.2,F,49.0,0,1.5221538e-05
Airlines,Online,Basic Plan,No,0.0,MYANMAR,18.0,6.3,F,27.0,0,5.131561e-05
Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,252.85,63.21,F,78.0,0,0.0027013908
Travel Agency,Offline,Comprehensive Plan,No,56.0,THAILAND,29.0,9.57,F,68.0,0,0.0153881125
Airlines,Online,Basic Plan,No,7.0,HONG KONG,26.0,9.1,M,47.0,0,0.0040633976
Airlines,Online,Silver Plan,No,6.0,SINGAPORE,24.05,6.01,F,27.0,0,0.0014381668
Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,51.75,12.94,F,26.0,1,0.8355368
Airlines,Online,Basic Plan,No,135.0,THAILAND,22.0,7.7,M,38.0,0,0.0002015371
Airlines,Online,Bronze Plan,No,56.0,SINGAPORE,69.55,17.39,F,35.0,1,0.94987994
Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,17.55,4.39,M,47.0,0,0.00040617448
Airlines,Online,Basic Plan,No,22.0,INDIA,35.0,12.25,F,54.0,0,0.00017610908
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,37.5,9.38,M,28.0,0,0.00036867626
Airlines,Online,Basic Plan,No,19.0,MYANMAR,30.0,10.5,M,21.0,0,7.446989e-05
Airlines,Online,Value Plan,No,11.0,JAPAN,69.0,24.15,M,49.0,0,2.1674834e-05
Airlines,Online,Value Plan,No,21.0,INDIA,31.0,12.4,M,118.0,0,5.493074e-05
Airlines,Online,Value Plan,No,0.0,INDIA,62.0,24.8,M,118.0,0,2.7284414e-05
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,50.0,12.5,M,37.0,0,0.0011348634
Travel Agency,Online,Premier Plan,No,33.0,INDONESIA,38.0,14.44,F,48.0,0,0.0011787349
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,187.85,46.96,F,27.0,1,0.98630804
Airlines,Online,Basic Plan,No,15.0,VIET NAM,-22.0,7.7,M,57.0,0,0.0002957072
Airlines,Online,Bronze Plan,No,23.0,SINGAPORE,61.1,15.28,F,27.0,1,0.15117876
Airlines,Online,Basic Plan,No,39.0,VIET NAM,22.0,7.7,M,29.0,0,0.00020188869
Airlines,Online,Annual Silver Plan,No,364.0,SINGAPORE,252.85,63.21,F,34.0,1,0.08233265
Airlines,Online,Bronze Plan,No,80.0,SINGAPORE,137.0,34.25,M,27.0,1,0.4096329
Airlines,Online,Bronze Plan,No,28.0,SINGAPORE,65.65,16.41,F,65.0,1,0.509999
Airlines,Online,Basic Plan,No,32.0,THAILAND,22.0,7.7,F,30.0,0,0.00041348377
Airlines,Online,Value Plan,Yes,46.0,UNITED STATES,138.0,48.3,M,56.0,1,0.9944695
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,38.35,9.59,M,28.0,0,0.006773308
Travel Agency,Offline,Comprehensive Plan,No,142.0,THAILAND,29.0,9.57,M,69.0,0,0.0010072716
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,14.95,3.74,F,35.0,0,0.0026387898
Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,252.85,63.21,F,62.0,1,0.2219964
Airlines,Online,Basic Plan,No,6.0,INDONESIA,22.0,7.7,M,64.0,0,0.00030332687
Airlines,Online,Bronze Plan,No,69.0,SINGAPORE,30.55,7.64,F,31.0,0,0.0005493904
Airlines,Online,Bronze Plan,No,28.0,SINGAPORE,23.4,5.85,M,25.0,0,0.006171653
Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,14.95,3.74,F,30.0,1,0.028800169
Airlines,Online,Silver Plan,No,3.0,SINGAPORE,26.65,6.66,M,28.0,0,0.00015119209
Airlines,Online,Basic Plan,No,10.0,HONG KONG,22.0,7.7,M,36.0,0,0.005883193
Airlines,Online,Basic Plan,No,110.0,HONG KONG,26.0,9.1,M,52.0,0,7.826875e-06
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,22.1,5.53,F,38.0,0,0.008798341
Airlines,Online,Silver Plan,No,8.0,SINGAPORE,33.5,8.38,F,38.0,0,0.010286888
Airlines,Online,Gold Plan,No,6.0,SINGAPORE,54.75,13.69,M,45.0,0,0.0016952406
Airlines,Online,24 Protect,No,254.0,UNITED ARAB EMIRATES,30.53,10.69,M,48.0,0,8.828237e-05
Airlines,Online,Basic Plan,No,26.0,CHINA,22.0,7.7,F,24.0,0,9.988474e-07
Airlines,Online,Silver Plan,No,14.0,SINGAPORE,43.55,10.89,F,47.0,1,0.9193962
Airlines,Online,Value Plan,No,20.0,INDIA,78.0,31.2,M,118.0,0,0.0037934268
Airlines,Online,Basic Plan,No,12.0,CHINA,22.0,7.7,M,26.0,0,0.0013977701
Airlines,Online,Bronze Plan,No,7.0,SINGAPORE,17.55,4.39,M,34.0,0,7.035967e-05
Airlines,Online,Basic Plan,No,20.0,VIET NAM,22.0,7.7,M,63.0,0,6.577162e-05
Airlines,Online,24 Protect,No,12.0,PHILIPPINES,10.74,3.76,M,48.0,0,4.7804166e-05
Airlines,Online,Basic Plan,No,8.0,MALAYSIA,18.0,6.3,F,57.0,0,0.00034747264
Airlines,Online,24 Protect,No,118.0,THAILAND,17.16,6.01,M,48.0,0,0.0008415586
Airlines,Online,Basic Plan,No,65.0,MYANMAR,33.0,11.55,M,21.0,0,0.002345249
Airlines,Online,Basic Plan,No,12.0,THAILAND,18.0,6.3,M,41.0,0,7.351398e-05
Airlines,Online,Silver Plan,No,11.0,SINGAPORE,50.25,12.56,M,59.0,1,0.345431
Airlines,Online,Basic Plan,No,22.0,CHINA,40.0,14.0,M,25.0,0,4.353742e-05
Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,M,44.0,0,7.937082e-05
Airlines,Online,Basic Plan,No,45.0,AUSTRALIA,26.0,9.1,M,31.0,0,9.136383e-05
Airlines,Online,Basic Plan,No,20.0,AUSTRALIA,35.0,12.25,F,37.0,0,6.729678e-05
Airlines,Online,Basic Plan,No,2.0,MALAYSIA,18.0,6.3,M,46.0,0,3.470815e-05
Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,M,62.0,0,4.9854765e-07
Airlines,Online,Basic Plan,No,36.0,CHINA,35.0,12.25,M,38.0,0,5.8160174e-05
Airlines,Online,Basic Plan,No,1.0,INDONESIA,0.0,6.3,M,34.0,0,2.7875945e-05
Airlines,Online,Value Plan,No,5.0,BRUNEI DARUSSALAM,15.0,6.0,M,68.0,0,7.848117e-07
Airlines,Online,Value Plan,No,27.0,INDIA,39.0,15.6,M,118.0,0,9.480264e-05
Airlines,Online,Basic Plan,No,54.0,CHINA,26.0,9.1,M,53.0,0,0.0011672026
Airlines,Online,Basic Plan,No,1.0,PHILIPPINES,18.0,6.3,M,52.0,0,8.527793e-05
Airlines,Online,Basic Plan,No,6.0,INDONESIA,18.0,6.3,F,32.0,0,7.951491e-05
Airlines,Online,Basic Plan,No,35.0,CHINA,40.0,14.0,M,36.0,0,0.00019826075
Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,20.25,5.06,F,46.0,1,0.94527495
Airlines,Online,Basic Plan,No,20.0,HONG KONG,35.0,12.25,M,28.0,0,4.980049e-06
Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,38.35,9.59,M,72.0,1,0.109108865
Airlines,Online,Basic Plan,No,41.0,INDONESIA,30.0,10.5,F,39.0,0,0.015691685
Airlines,Online,Bronze Plan,No,64.0,SINGAPORE,53.25,13.31,F,47.0,1,0.6272893
Airlines,Online,Silver Plan,No,9.0,SINGAPORE,24.05,6.01,M,26.0,0,1.4502013e-05
Airlines,Online,Basic Plan,No,99.0,PHILIPPINES,52.0,18.2,F,36.0,0,8.2513625e-06
Airlines,Online,Value Plan,No,19.0,INDIA,39.0,15.6,F,118.0,0,0.0010848328
Airlines,Online,Annual Silver Plan,No,376.0,SINGAPORE,252.85,63.21,M,45.0,1,0.59724426
Airlines,Online,Annual Silver Plan,No,374.0,SINGAPORE,187.85,46.96,F,47.0,1,0.9451546
Airlines,Online,Value Plan,No,8.0,INDIA,31.0,12.4,F,118.0,0,6.686837e-05
Airlines,Online,Value Plan,No,5.0,INDIA,31.0,12.4,M,118.0,0,3.4068227e-05
Airlines,Online,Silver Plan,No,34.0,SINGAPORE,24.05,6.01,F,62.0,1,0.42019275
Travel Agency,Offline,Comprehensive Plan,No,87.0,MALAYSIA,29.0,9.57,F,32.0,0,0.0028388277
Airlines,Online,Value Plan,No,44.0,GERMANY,87.0,30.45,M,39.0,0,5.5821914e-05
Airlines,Online,Value Plan,No,7.0,THAILAND,26.0,9.1,M,55.0,0,7.943408e-06
Airlines,Online,Basic Plan,No,101.0,"KOREA, REPUBLIC OF",44.0,15.4,F,27.0,0,2.2122082e-05
Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,22.1,5.53,M,27.0,0,0.0071636396
Airlines,Online,Bronze Plan,No,26.0,SINGAPORE,93.6,23.4,M,62.0,1,0.06383946
Airlines,Online,Basic Plan,No,149.0,"KOREA, REPUBLIC OF",69.0,24.15,F,24.0,0,5.5016666e-05
Airlines,Online,Basic Plan,No,10.0,INDONESIA,18.0,6.3,M,53.0,0,3.7627975e-05
Airlines,Online,Basic Plan,No,10.0,AUSTRALIA,22.0,7.7,F,43.0,0,0.0004158924
Airlines,Online,Value Plan,No,13.0,INDIA,50.0,20.0,F,118.0,0,0.00018804612
Airlines,Online,Bronze Plan,No,27.0,SINGAPORE,16.1,4.03,F,45.0,0,0.0041201985
Airlines,Online,Silver Plan,Yes,24.0,SINGAPORE,25.0,6.25,M,38.0,1,0.98407656
Airlines,Online,Value Plan,No,57.0,UNITED STATES,-121.0,42.35,M,63.0,0,2.2401223e-06
Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,38.35,9.59,M,30.0,0,0.000777748
Airlines,Online,Basic Plan,No,195.0,HONG KONG,26.0,9.1,F,51.0,0,4.6219728e-07
Airlines,Online,Basic Plan,No,33.0,THAILAND,22.0,7.7,M,25.0,0,0.00021687713
Travel Agency,Online,Value Plan,No,27.0,INDONESIA,22.0,8.36,F,48.0,0,9.97149e-05
Airlines,Online,Value Plan,No,23.0,INDIA,42.0,16.8,F,118.0,0,0.00023547573
