Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,UNITED STATES,36.0,0.0,,23.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,PHILIPPINES,14.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,6.0,INDONESIA,22.0,7.7,M,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,42.0,PHILIPPINES,10.0,0.0,,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,HONG KONG,28.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38.0,AUSTRALIA,58.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,89.0,SINGAPORE,10.0,0.0,,30.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4.0,GERMANY,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,79.0,CANADA,19.8,11.88,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,35.0,THAILAND,39.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30.0,THAILAND,25.0,0.0,,59.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,JAPAN,13.0,0.0,,33.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8.0,SINGAPORE,33.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,MALAYSIA,14.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,NORWAY,29.7,17.82,,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,VIET NAM,10.0,0.0,,69.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2.0,MALAYSIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,UNITED KINGDOM,19.8,11.88,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,107.0,INDONESIA,20.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,19.0,SINGAPORE,3.6,1.01,,48.0
JZI,Airlines,Online,Basic Plan,No,14.0,INDONESIA,33.0,11.55,F,46.0
EPX,Travel Agency,Online,Cancellation Plan,No,213.0,THAILAND,13.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,17.0,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,53.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,INDIA,30.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4.0,MALAYSIA,19.8,11.88,,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,92.0,UNITED STATES,10.0,0.0,,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,SINGAPORE,24.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46.0,PHILIPPINES,26.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,CAMBODIA,50.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38.0,SWEDEN,89.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,139.0,FRANCE,47.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69.0,CHINA,39.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,CHINA,44.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26.0,SOUTH AFRICA,49.5,29.7,,34.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,328.0,AUSTRALIA,59.4,35.64,,40.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15.0,MALAYSIA,29.7,17.82,,48.0
C2B,Airlines,Online,Silver Plan,No,11.0,SINGAPORE,54.6,13.65,M,35.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25.0,MALAYSIA,40.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,PHILIPPINES,10.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,10.0,INDIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,3.0,CHINA,38.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,INDONESIA,38.0,0.0,,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,36.0,GERMANY,13.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21.0,VIET NAM,26.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,29.0,SINGAPORE,10.0,0.0,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,INDONESIA,20.0,0.0,,51.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,78.0,JAPAN,54.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,407.0,SINGAPORE,0.0,72.94,M,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29.0,INDONESIA,78.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,NETHERLANDS,80.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,MALAYSIA,20.0,0.0,,50.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,113.0,INDONESIA,26.0,0.0,,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,25.0,MALAYSIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,67.0,CHINA,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,67.0,MALAYSIA,20.0,0.0,,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,AUSTRALIA,54.0,0.0,,36.0
KML,Travel Agency,Online,Value Plan,No,35.0,NORWAY,95.0,36.1,F,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,MALAYSIA,10.0,0.0,,46.0
ART,Airlines,Online,24 Protect,No,19.0,SINGAPORE,55.3,19.35,M,48.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69.0,UNITED STATES,112.0,0.0,,44.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69.0,THAILAND,28.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,13.0,CHINA,26.0,9.1,F,69.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,122.0,MALAYSIA,20.0,0.0,,58.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,SINGAPORE,23.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,"VIRGIN ISLANDS, U.S.",80.0,0.0,,52.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41.0,"TAIWAN, PROVINCE OF CHINA",59.4,35.64,,60.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,UNITED STATES,97.0,0.0,,43.0
JZI,Airlines,Online,Basic Plan,No,52.0,AUSTRALIA,35.0,12.25,M,42.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,JAPAN,41.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,SINGAPORE,112.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9.0,CHINA,24.0,0.0,,36.0
C2B,Airlines,Online,Silver Plan,No,21.0,SINGAPORE,36.75,9.19,F,55.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,36.0,AUSTRALIA,0.0,29.7,,47.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,THAILAND,40.0,0.0,,41.0
EPX,Travel Agency,Online,Cancellation Plan,No,7.0,AZERBAIJAN,57.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,MALAYSIA,10.0,0.0,,25.0
JZI,Airlines,Online,Basic Plan,No,24.0,CHINA,44.0,15.4,M,48.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,221.0,AUSTRALIA,99.0,59.4,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,75.0,UNITED STATES,16.0,0.0,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8.0,MALAYSIA,19.8,11.88,,32.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,CHINA,38.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,381.0,SINGAPORE,252.85,63.21,F,66.0
JZI,Airlines,Online,Basic Plan,Yes,3.0,HONG KONG,22.0,7.7,M,59.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2.0,INDIA,0.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,16.0,SINGAPORE,29.9,7.47,M,25.0
JWT,Airlines,Online,Value Plan,No,53.0,INDIA,78.0,31.2,F,118.0
C2B,Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,39.9,9.97,M,43.0
JZI,Airlines,Online,Basic Plan,No,12.0,HONG KONG,22.0,7.7,M,37.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11.0,INDIA,52.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,55.0,SWITZERLAND,13.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27.0,AUSTRALIA,0.0,41.58,,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,280.0,THAILAND,0.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,96.0,SINGAPORE,91.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,17.0,CHINA,22.0,7.7,F,40.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,HONG KONG,15.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,CHINA,29.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,54.0,"KOREA, REPUBLIC OF",46.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,102.0,CHINA,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,BRUNEI DARUSSALAM,26.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,CHINA,20.0,0.0,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,77.0,"KOREA, REPUBLIC OF",32.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,21.0,HONG KONG,26.0,9.1,F,56.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3.0,SINGAPORE,20.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,53.0,SINGAPORE,25.0,0.0,,25.0
EPX,Travel Agency,Online,Cancellation Plan,No,90.0,JAPAN,80.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,3.0,MALAYSIA,18.0,6.3,F,47.0
EPX,Travel Agency,Online,Cancellation Plan,No,89.0,"KOREA, REPUBLIC OF",0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,22.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,CHINA,32.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,99.0,UNITED KINGDOM,69.3,41.58,,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,55.0,THAILAND,13.0,0.0,,45.0
EPX,Travel Agency,Online,Cancellation Plan,No,70.0,DENMARK,55.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,24.0,CHINA,35.0,12.25,M,59.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,23.0,SINGAPORE,87.0,0.0,,30.0
C2B,Airlines,Online,Bronze Plan,No,208.0,SINGAPORE,17.55,4.39,F,55.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23.0,UNITED KINGDOM,9.9,5.94,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,CHINA,0.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,20.0,THAILAND,10.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,INDONESIA,45.0,0.0,,36.0
RAB,Airlines,Online,Value Plan,No,13.0,BRUNEI DARUSSALAM,15.0,6.0,,40.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,HONG KONG,40.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,163.0,GERMANY,33.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6.0,AUSTRALIA,41.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,SINGAPORE,13.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,30.0,UNITED STATES,80.0,0.0,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,21.0,INDONESIA,11.0,0.0,,20.0
EPX,Travel Agency,Online,Cancellation Plan,No,54.0,JAPAN,33.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,9.0,SRI LANKA,26.0,9.1,M,33.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,107.0,THAILAND,20.0,0.0,,38.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28.0,UNITED STATES,49.5,29.7,,61.0
JZI,Airlines,Online,Basic Plan,No,22.0,HONG KONG,26.0,9.1,F,37.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,18.0,SINGAPORE,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,16.0,THAILAND,11.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,75.0,INDIA,25.0,0.0,,36.0
KML,Travel Agency,Online,Value Plan,No,17.0,INDONESIA,28.0,10.64,F,48.0
EPX,Travel Agency,Online,Cancellation Plan,No,53.0,PHILIPPINES,10.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14.0,MALAYSIA,0.0,29.7,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,CHINA,16.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,65.65,16.41,F,23.0
C2B,Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,17.55,4.39,F,26.0
EPX,Travel Agency,Online,Cancellation Plan,No,38.0,CAMBODIA,12.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,7.0,HONG KONG,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62.0,PHILIPPINES,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,14.0,HONG KONG,36.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,67.0,UNITED KINGDOM,42.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,INDONESIA,30.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6.0,JAPAN,81.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,26.0,IRELAND,60.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,89.0,AUSTRALIA,30.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,50.0,HONG KONG,19.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5.0,CHINA,31.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,125.0,PHILIPPINES,19.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,CHINA,18.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23.0,CHINA,0.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6.0,JAPAN,29.7,17.82,,46.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,VIET NAM,25.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,153.0,JAPAN,64.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,5.0,PHILIPPINES,26.0,9.1,F,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,SINGAPORE,20.0,0.0,,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36.0,MALAYSIA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,JAPAN,13.0,0.0,,37.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,64.0,FRANCE,93.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,14.0,HONG KONG,35.0,12.25,F,29.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,MALAYSIA,10.0,0.0,,36.0
JZI,Airlines,Online,Value Plan,No,93.0,"KOREA, REPUBLIC OF",125.0,43.75,F,21.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,VIET NAM,23.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91.0,AUSTRALIA,51.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,SINGAPORE,13.0,0.0,,53.0
JZI,Airlines,Online,Basic Plan,No,9.0,MALAYSIA,18.0,6.3,M,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40.0,INDIA,192.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,33.0,UNITED STATES,59.4,35.64,,39.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,80.0,NEW ZEALAND,0.0,124.74,,24.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28.0,GERMANY,93.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,280.0,SINGAPORE,0.19,0.05,,48.0
JZI,Airlines,Online,Value Plan,No,5.0,HONG KONG,36.0,12.6,F,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25.0,THAILAND,19.8,11.88,,58.0
EPX,Travel Agency,Online,Cancellation Plan,No,46.0,PHILIPPINES,14.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,36.0,HONG KONG,26.0,9.1,F,43.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,SINGAPORE,19.0,0.0,,28.0
EPX,Travel Agency,Online,Cancellation Plan,No,11.0,SINGAPORE,10.0,0.0,,23.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,126.0,CHINA,31.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,57.0,THAILAND,-19.8,11.88,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,THAILAND,10.0,0.0,,27.0
EPX,Travel Agency,Online,Cancellation Plan,No,1.0,INDONESIA,10.0,0.0,,54.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13.0,AUSTRALIA,99.0,59.4,,34.0
JZI,Airlines,Online,Basic Plan,No,4.0,MALAYSIA,0.0,7.7,M,41.0
JZI,Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,M,56.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,THAILAND,10.0,0.0,,36.0
JWT,Airlines,Online,Value Plan,No,34.0,INDIA,31.0,12.4,F,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,24.0,NEPAL,17.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,38.0,HONG KONG,22.0,7.7,F,41.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,70.0,MALAYSIA,22.0,0.0,,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,134.0,SWITZERLAND,106.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,M,36.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,F,118.0
JWT,Airlines,Online,Value Plan,No,24.0,INDIA,50.0,20.0,F,118.0
EPX,Travel Agency,Online,Cancellation Plan,No,140.0,INDONESIA,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,107.0,CAMBODIA,25.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,22.0,FRANCE,20.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20.0,PHILIPPINES,58.0,0.0,,36.0
SSI,Airlines,Online,Ticket Protector,No,99.0,SINGAPORE,11.24,3.15,,48.0
C2B,Airlines,Online,Annual Silver Plan,No,382.0,SINGAPORE,252.85,63.21,F,33.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,MALAYSIA,11.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3.0,AUSTRALIA,19.8,11.88,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25.0,UNITED STATES,59.4,35.64,,53.0
JWT,Airlines,Online,Value Plan,No,268.0,INDIA,273.0,109.2,,118.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12.0,HONG KONG,20.0,0.0,,56.0
C2B,Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,34.5,8.63,F,65.0
C2B,Airlines,Online,Bronze Plan,No,15.0,SINGAPORE,69.0,17.25,M,30.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,33.0,SINGAPORE,34.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27.0,VIET NAM,20.0,0.0,,36.0
JZI,Airlines,Online,Basic Plan,No,31.0,THAILAND,18.0,6.3,F,34.0
EPX,Travel Agency,Online,Cancellation Plan,No,15.0,PHILIPPINES,10.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13.0,FINLAND,29.7,17.82,,31.0
EPX,Travel Agency,Online,Cancellation Plan,No,13.0,INDIA,22.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,32.0,SINGAPORE,10.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29.0,AUSTRALIA,39.6,23.76,,40.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,91.0,AUSTRALIA,-89.1,53.46,,30.0
C2B,Airlines,Online,Silver Plan,No,70.0,SINGAPORE,130.65,32.66,F,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,85.0,VIET NAM,12.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22.0,UNITED STATES,88.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,23.0,UNITED STATES,80.0,0.0,,24.0
JZI,Airlines,Online,Basic Plan,No,30.0,CHINA,26.0,9.1,M,34.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38.0,SOUTH AFRICA,112.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,9.0,PAKISTAN,30.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,54.0,JAPAN,49.5,29.7,,65.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41.0,CHINA,28.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5.0,AUSTRALIA,39.6,23.76,,61.0
EPX,Travel Agency,Online,Cancellation Plan,No,72.0,AUSTRALIA,67.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,8.0,THAILAND,12.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,27.0,MALAYSIA,10.0,0.0,,64.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8.0,INDONESIA,20.0,0.0,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,57.0,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,20.25,5.06,F,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21.0,JAPAN,50.0,0.0,,36.0
C2B,Airlines,Online,Bronze Plan,No,1.0,SINGAPORE,13.8,3.45,F,30.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15.0,INDONESIA,20.0,0.0,,40.0
JZI,Airlines,Online,Basic Plan,No,114.0,PHILIPPINES,37.0,12.95,F,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9.0,MALAYSIA,20.0,0.0,,28.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24.0,SPAIN,112.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,46.0,INDONESIA,20.0,0.0,,36.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18.0,AUSTRALIA,9.9,5.94,,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,39.0,SINGAPORE,10.0,0.0,,36.0
C2B,Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,252.85,63.21,F,43.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,64.0,INDONESIA,31.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2.0,CHINA,26.0,0.0,,36.0
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,26.0,SRI LANKA,20.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,2.0,SINGAPORE,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,4.0,VIET NAM,10.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,19.0,HONG KONG,12.0,0.0,,29.0
C2B,Airlines,Online,Bronze Plan,No,97.0,SINGAPORE,69.55,17.39,F,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10.0,"KOREA, REPUBLIC OF",45.0,0.0,,35.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,INDONESIA,13.0,0.0,,32.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15.0,UNITED STATES,0.0,65.34,,31.0
JWT,Airlines,Online,Value Plan,No,84.0,INDIA,39.0,15.6,M,118.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,71.0,AUSTRALIA,0.0,41.58,,43.0
JZI,Airlines,Online,Basic Plan,No,8.0,INDONESIA,22.0,7.7,M,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29.0,THAILAND,20.0,0.0,,42.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7.0,MALAYSIA,26.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13.0,THAILAND,23.0,0.0,,36.0
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,84.0,CHINA,37.0,0.0,,36.0
EPX,Travel Agency,Online,Cancellation Plan,No,5.0,MALAYSIA,13.0,0.0,,31.0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,60.0,SWITZERLAND,138.6,83.16,,44.0
EPX,Travel Agency,Online,Cancellation Plan,No,12.0,INDONESIA,10.0,0.0,,37.0
